Paket No;Uydu Statusu;Hata Kodu;Gonderme Saati;Basinc1;Basinc2;Yukseklik1;Yukseklik2;Irtifa Farki;Inis Hizi;Sicaklik;Pil Gerilimi;Latitude;Longitude;Altitude;Pitch;Roll;Yaw;RHRH;IoT S1 Data;IoT S2 Data;Takim No
127;0;;17/05/25,17/47/04;880.71;0.00;0.07;0.00;0.00;0.74;25.39;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
128;0;;17/05/25,17/47/05;880.72;0.00;0.05;0.00;0.00;0.00;25.38;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
129;0;;17/05/25,17/47/06;880.73;0.00;0.04;0.00;0.00;-0.37;25.38;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
130;0;;17/05/25,17/47/07;880.73;0.00;0.04;0.00;0.00;0.00;25.38;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
131;0;;17/05/25,17/47/08;880.73;0.00;0.04;0.00;0.00;-0.37;25.39;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
132;0;;17/05/25,17/47/09;880.74;0.00;0.02;0.00;0.00;-0.37;25.39;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
133;0;;17/05/25,17/47/10;880.74;0.00;0.02;0.00;0.00;-0.37;25.39;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
134;0;;17/05/25,17/47/11;880.78;0.00;-0.05;0.00;0.00;-1.58;25.39;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
135;0;;17/05/25,17/47/12;880.77;0.00;-0.03;0.00;0.00;-1.21;25.39;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
136;0;;17/05/25,17/47/13;880.76;0.00;-0.02;0.00;0.00;-0.37;25.38;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
137;0;;17/05/25,17/47/14;880.78;0.00;-0.05;0.00;0.00;-1.12;25.39;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
138;0;;17/05/25,17/47/15;880.73;0.00;0.04;0.00;0.00;0.37;25.39;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
139;0;;17/05/25,17/47/16;880.70;0.00;0.08;0.00;0.00;0.74;25.39;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
140;0;;17/05/25,17/47/17;880.64;0.00;0.18;0.00;0.00;1.58;25.39;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
141;0;;17/05/25,17/47/18;880.69;0.00;0.10;0.00;0.00;-1.21;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
142;0;;17/05/25,17/47/19;880.67;0.00;0.13;0.00;0.00;1.21;25.39;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
143;0;;17/05/25,17/47/20;880.71;0.00;0.07;0.00;0.00;-0.37;25.39;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
144;0;;17/05/25,17/47/21;880.67;0.00;0.13;0.00;0.00;0.47;25.39;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
145;0;;17/05/25,17/47/22;880.70;0.00;0.08;0.00;0.00;-0.37;25.39;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
146;0;;17/05/25,17/47/23;880.71;0.00;0.07;0.00;0.00;0.74;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
147;0;;17/05/25,17/47/24;880.73;0.00;0.04;0.00;0.00;-0.37;25.39;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
148;0;;17/05/25,17/47/25;880.73;0.00;0.04;0.00;0.00;0.37;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
149;0;;17/05/25,17/47/26;880.73;0.00;0.04;0.00;0.00;0.84;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
150;0;;17/05/25,17/47/27;880.75;0.00;0.00;0.00;0.00;-0.47;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
151;0;;17/05/25,17/47/28;880.75;0.00;0.00;0.00;0.00;0.00;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
152;0;;17/05/25,17/47/29;880.74;0.00;0.02;0.00;0.00;0.47;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
153;0;;17/05/25,17/47/30;880.73;0.00;0.04;0.00;0.00;0.37;25.41;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
154;0;;17/05/25,17/47/31;880.73;0.00;0.04;0.00;0.00;0.37;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
155;0;;17/05/25,17/47/32;880.74;0.00;0.02;0.00;0.00;0.00;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
156;0;;17/05/25,17/47/33;880.76;0.00;-0.02;0.00;0.00;-1.58;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
157;0;;17/05/25,17/47/34;880.72;0.00;0.05;0.00;0.00;1.21;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
158;0;;17/05/25,17/47/35;880.76;0.00;-0.02;0.00;0.00;-1.21;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
159;0;;17/05/25,17/47/36;880.72;0.00;0.05;0.00;0.00;0.37;25.41;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
160;0;;17/05/25,17/47/37;880.71;0.00;0.07;0.00;0.00;0.74;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
161;0;;17/05/25,17/47/38;880.71;0.00;0.07;0.00;0.00;0.37;25.39;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
162;0;;17/05/25,17/47/39;880.72;0.00;0.05;0.00;0.00;0.00;25.38;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
163;0;;17/05/25,17/47/40;880.71;0.00;0.07;0.00;0.00;0.00;25.38;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
164;0;;17/05/25,17/47/41;880.73;0.00;0.04;0.00;0.00;0.37;25.39;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
165;0;;17/05/25,17/47/42;880.73;0.00;0.04;0.00;0.00;0.84;25.39;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
166;0;;17/05/25,17/47/43;880.74;0.00;0.02;0.00;0.00;-0.37;25.37;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
167;0;;17/05/25,17/47/44;880.75;0.00;0.00;0.00;0.00;-0.84;25.37;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
168;0;;17/05/25,17/47/45;880.76;0.00;-0.02;0.00;0.00;0.37;25.37;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
169;0;;17/05/25,17/47/46;880.75;0.00;0.00;0.00;0.00;0.37;25.36;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
170;0;;17/05/25,17/47/47;880.74;0.00;0.02;0.00;0.00;0.00;25.36;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
171;0;;17/05/25,17/47/48;880.74;0.00;0.02;0.00;0.00;0.84;25.35;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
172;0;;17/05/25,17/47/49;880.74;0.00;0.02;0.00;0.00;0.00;25.36;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
173;0;;17/05/25,17/47/50;880.74;0.00;0.02;0.00;0.00;-0.74;25.36;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
174;0;;17/05/25,17/47/51;880.73;0.00;0.04;0.00;0.00;-0.74;25.36;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
175;0;;17/05/25,17/47/52;880.72;0.00;0.05;0.00;0.00;0.74;25.37;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
176;0;;17/05/25,17/47/53;880.71;0.00;0.07;0.00;0.00;0.00;25.37;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
177;0;;17/05/25,17/47/54;880.69;0.00;0.10;0.00;0.00;1.49;25.38;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
178;0;;17/05/25,17/47/55;880.70;0.00;0.08;0.00;0.00;0.74;25.37;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
179;0;;17/05/25,17/47/56;880.71;0.00;0.07;0.00;0.00;0.00;25.38;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
180;0;;17/05/25,17/47/57;880.71;0.00;0.07;0.00;0.00;-0.74;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
181;0;;17/05/25,17/47/58;880.69;0.00;0.10;0.00;0.00;0.37;25.41;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
182;0;;17/05/25,17/47/59;880.72;0.00;0.05;0.00;0.00;-1.12;25.41;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
183;0;;17/05/25,17/48/00;880.70;0.00;0.08;0.00;0.00;0.37;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
184;0;;17/05/25,17/48/01;880.72;0.00;0.05;0.00;0.00;-0.37;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
185;0;;17/05/25,17/48/02;880.71;0.00;0.07;0.00;0.00;-1.12;25.39;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
186;0;;17/05/25,17/48/03;880.74;0.00;0.02;0.00;0.00;-1.12;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
187;0;;17/05/25,17/48/04;880.75;0.00;0.00;0.00;0.00;-0.84;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
188;0;;17/05/25,17/48/05;880.73;0.00;0.04;0.00;0.00;1.58;25.39;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
189;0;;17/05/25,17/48/06;880.72;0.00;0.05;0.00;0.00;0.37;25.39;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
190;0;;17/05/25,17/48/07;880.74;0.00;0.02;0.00;0.00;0.00;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
191;0;;17/05/25,17/48/08;880.75;0.00;0.00;0.00;0.00;-0.84;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
192;0;;17/05/25,17/48/09;880.77;0.00;-0.03;0.00;0.00;-0.74;25.41;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
193;0;;17/05/25,17/48/10;880.76;0.00;-0.02;0.00;0.00;0.37;25.41;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
194;0;;17/05/25,17/48/11;880.75;0.00;0.00;0.00;0.00;0.00;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
195;0;;17/05/25,17/48/12;880.73;0.00;0.04;0.00;0.00;1.58;25.39;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
196;0;;17/05/25,17/48/13;880.76;0.00;-0.02;0.00;0.00;-1.58;25.38;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
197;0;;17/05/25,17/48/14;880.77;0.00;-0.03;0.00;0.00;-0.37;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
198;0;;17/05/25,17/48/15;880.75;0.00;0.00;0.00;0.00;-0.47;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
199;0;;17/05/25,17/48/16;880.75;0.00;0.00;0.00;0.00;0.37;25.38;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
200;0;;17/05/25,17/48/17;880.77;0.00;-0.03;0.00;0.00;-0.74;25.38;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
201;0;;17/05/25,17/48/18;880.76;0.00;-0.02;0.00;0.00;0.74;25.38;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
202;0;;17/05/25,17/48/19;880.76;0.00;-0.02;0.00;0.00;-0.37;25.39;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
203;0;;17/05/25,17/48/20;880.74;0.00;0.02;0.00;0.00;-0.37;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
204;0;;17/05/25,17/48/21;880.71;0.00;0.07;0.00;0.00;1.12;25.39;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
205;0;;17/05/25,17/48/22;880.72;0.00;0.05;0.00;0.00;-0.37;25.39;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
206;0;;17/05/25,17/48/23;880.71;0.00;0.07;0.00;0.00;0.00;25.38;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
207;0;;17/05/25,17/48/24;880.70;0.00;0.08;0.00;0.00;0.00;25.38;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
208;0;;17/05/25,17/48/25;880.71;0.00;0.07;0.00;0.00;-0.37;25.37;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
209;0;;17/05/25,17/48/26;880.71;0.00;0.07;0.00;0.00;-0.37;25.39;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
210;0;;17/05/25,17/48/27;880.74;0.00;0.02;0.00;0.00;-0.74;25.39;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
211;0;;17/05/25,17/48/28;880.79;0.00;-0.06;0.00;0.00;-1.95;25.38;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
212;0;;17/05/25,17/48/29;880.73;0.00;0.04;0.00;0.00;0.00;25.38;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
213;0;;17/05/25,17/48/30;880.70;0.00;0.08;0.00;0.00;2.70;25.39;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
214;0;;17/05/25,17/48/31;880.72;0.00;0.05;0.00;0.00;1.21;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
215;0;;17/05/25,17/48/32;880.71;0.00;0.07;0.00;0.00;0.74;25.38;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
216;0;;17/05/25,17/48/33;880.69;0.00;0.10;0.00;0.00;0.00;25.38;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
217;0;;17/05/25,17/48/34;880.70;0.00;0.08;0.00;0.00;1.12;25.39;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
218;0;;17/05/25,17/48/35;880.70;0.00;0.08;0.00;0.00;0.74;25.39;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
219;0;;17/05/25,17/48/36;880.69;0.00;0.10;0.00;0.00;1.12;25.38;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
220;0;;17/05/25,17/48/37;880.70;0.00;0.08;0.00;0.00;0.74;25.38;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
221;0;;17/05/25,17/48/38;880.71;0.00;0.07;0.00;0.00;0.00;25.39;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
222;0;;17/05/25,17/48/39;880.75;0.00;0.00;0.00;0.00;0.00;25.38;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
223;0;;17/05/25,17/48/40;880.71;0.00;0.07;0.00;0.00;1.58;25.37;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
224;0;;17/05/25,17/48/41;880.75;0.00;0.00;0.00;0.00;-0.47;25.37;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
225;0;;17/05/25,17/48/42;880.71;0.00;0.07;0.00;0.00;1.12;25.37;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
226;0;;17/05/25,17/48/43;880.71;0.00;0.07;0.00;0.00;1.58;25.35;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
227;0;;17/05/25,17/48/44;880.71;0.00;0.07;0.00;0.00;-0.74;25.35;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
228;0;;17/05/25,17/48/45;880.70;0.00;0.08;0.00;0.00;-0.37;25.34;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
229;0;;17/05/25,17/48/46;880.69;0.00;0.10;0.00;0.00;-0.37;25.34;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
230;0;;17/05/25,17/48/47;880.69;0.00;0.10;0.00;0.00;-0.37;25.34;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
231;0;;17/05/25,17/48/48;880.69;0.00;0.10;0.00;0.00;0.37;25.34;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
232;0;;17/05/25,17/48/49;880.71;0.00;0.07;0.00;0.00;0.00;25.33;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
233;0;;17/05/25,17/48/50;880.71;0.00;0.07;0.00;0.00;0.00;25.33;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
234;0;;17/05/25,17/48/51;880.71;0.00;0.07;0.00;0.00;-0.74;25.34;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
235;0;;17/05/25,17/48/52;880.72;0.00;0.05;0.00;0.00;-1.12;25.35;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
236;0;;17/05/25,17/48/53;880.71;0.00;0.07;0.00;0.00;-1.58;25.34;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
237;0;;17/05/25,17/48/54;880.68;0.00;0.11;0.00;0.00;1.12;25.35;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
238;0;;17/05/25,17/48/55;880.67;0.00;0.13;0.00;0.00;1.95;25.35;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
239;0;;17/05/25,17/48/56;880.73;0.00;0.04;0.00;0.00;-0.74;25.35;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
240;0;;17/05/25,17/48/57;880.66;0.00;0.15;0.00;0.00;1.58;25.34;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
241;0;;17/05/25,17/48/58;880.67;0.00;0.13;0.00;0.00;1.21;25.34;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
242;0;;17/05/25,17/48/59;880.72;0.00;0.05;0.00;0.00;-0.74;25.34;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
243;0;;17/05/25,17/49/00;880.69;0.00;0.10;0.00;0.00;1.12;25.35;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
244;0;;17/05/25,17/49/01;880.73;0.00;0.04;0.00;0.00;0.84;25.37;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
245;0;;17/05/25,17/49/02;880.70;0.00;0.08;0.00;0.00;0.74;25.37;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
246;0;;17/05/25,17/49/03;880.75;0.00;0.00;0.00;0.00;0.00;25.38;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
247;0;;17/05/25,17/49/04;880.72;0.00;0.05;0.00;0.00;0.00;25.38;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
248;0;;17/05/25,17/49/05;880.74;0.00;0.02;0.00;0.00;0.47;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
249;0;;17/05/25,17/49/06;880.73;0.00;0.04;0.00;0.00;0.00;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
250;0;;17/05/25,17/49/07;880.73;0.00;0.04;0.00;0.00;0.37;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
251;0;;17/05/25,17/49/08;880.75;0.00;0.00;0.00;0.00;-2.33;25.41;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
252;0;;17/05/25,17/49/09;880.74;0.00;0.02;0.00;0.00;0.00;25.41;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
253;0;;17/05/25,17/49/10;880.72;0.00;0.05;0.00;0.00;0.74;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
254;0;;17/05/25,17/49/11;880.71;0.00;0.07;0.00;0.00;0.74;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
255;0;;17/05/25,17/49/12;880.74;0.00;0.02;0.00;0.00;-0.74;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
256;0;;17/05/25,17/49/13;880.71;0.00;0.07;0.00;0.00;-0.37;25.41;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
257;0;;17/05/25,17/49/14;880.70;0.00;0.08;0.00;0.00;0.00;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
258;0;;17/05/25,17/49/15;880.72;0.00;0.05;0.00;0.00;-0.37;25.41;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
259;0;;17/05/25,17/49/16;880.73;0.00;0.04;0.00;0.00;-0.74;25.42;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
260;0;;17/05/25,17/49/17;880.72;0.00;0.05;0.00;0.00;-0.37;25.43;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
261;0;;17/05/25,17/49/18;880.75;0.00;0.00;0.00;0.00;-1.95;25.43;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
262;0;;17/05/25,17/49/19;880.71;0.00;0.07;0.00;0.00;0.37;25.42;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
263;0;;17/05/25,17/49/20;880.75;0.00;0.00;0.00;0.00;-1.95;25.41;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
264;0;;17/05/25,17/49/21;880.75;0.00;0.00;0.00;0.00;-1.95;25.41;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
265;0;;17/05/25,17/49/22;880.72;0.00;0.05;0.00;0.00;-0.37;25.41;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
266;0;;17/05/25,17/49/23;880.73;0.00;0.04;0.00;0.00;-1.86;25.41;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
267;0;;17/05/25,17/49/24;880.74;0.00;0.02;0.00;0.00;-0.74;25.41;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
268;0;;17/05/25,17/49/25;880.70;0.00;0.08;0.00;0.00;1.12;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
269;0;;17/05/25,17/49/26;880.72;0.00;0.05;0.00;0.00;0.37;25.41;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
270;0;;17/05/25,17/49/27;880.71;0.00;0.07;0.00;0.00;0.74;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
271;0;;17/05/25,17/49/28;880.73;0.00;0.04;0.00;0.00;-1.12;25.39;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
272;0;;17/05/25,17/49/29;880.74;0.00;0.02;0.00;0.00;-1.12;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
273;0;;17/05/25,17/49/30;880.73;0.00;0.04;0.00;0.00;-0.37;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
274;0;;17/05/25,17/49/31;880.72;0.00;0.05;0.00;0.00;0.00;25.41;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
275;0;;17/05/25,17/49/32;880.74;0.00;0.02;0.00;0.00;-0.37;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
276;0;;17/05/25,17/49/33;880.67;0.00;0.13;0.00;0.00;2.70;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
277;0;;17/05/25,17/49/34;880.71;0.00;0.07;0.00;0.00;0.00;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
278;0;;17/05/25,17/49/35;880.70;0.00;0.08;0.00;0.00;0.37;25.40;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
279;0;;17/05/25,17/49/36;880.70;0.00;0.08;0.00;0.00;0.00;25.41;0.00;0.000000;0.000000;0.00;0.00;-2.50;-3.44;;1903.19;0.00;613581
